valid for COMPASS-U v3.1

;central polygon R, Z - current is flowing here (first line is number of points, first and last point must be same, units: meter)
501
0.4265	-1.0925
0.438651379	-1.0925
0.450802758	-1.0925
0.462954138	-1.0925
0.475105517	-1.0925
0.487256896	-1.0925
0.499408275	-1.0925
0.511559655	-1.0925
0.523711034	-1.0925
0.535862413	-1.0925
0.548013792	-1.0925
0.560165172	-1.0925
0.572316551	-1.0925
0.58446793	-1.0925
0.596619309	-1.0925
0.608770688	-1.0925
0.620922068	-1.0925
0.633073447	-1.0925
0.645224826	-1.0925
0.657376205	-1.0925
0.669527585	-1.0925
0.681678964	-1.0925
0.693830343	-1.0925
0.705981722	-1.0925
0.718133101	-1.0925
0.730284481	-1.0925
0.74243586	-1.0925
0.754587239	-1.0925
0.766738618	-1.0925
0.778889998	-1.0925
0.791041377	-1.0925
0.803192756	-1.0925
0.815344135	-1.0925
0.827495515	-1.0925
0.839646894	-1.0925
0.851798273	-1.0925
0.863949652	-1.0925
0.876101031	-1.0925
0.888252411	-1.0925
0.900392873	-1.092344302
0.91241342	-1.090567042
0.924406337	-1.08861244
0.936369051	-1.08648088
0.948298967	-1.08417262
0.960192975	-1.08168562
0.972043982	-1.079001191
0.98385382	-1.076141403
0.99561991	-1.073106773
1.007339635	-1.069897681
1.019010367	-1.066514539
1.03062692	-1.062949677
1.042184927	-1.059199405
1.053685663	-1.055277226
1.065126525	-1.051183786
1.076504866	-1.046919641
1.087818069	-1.04248548
1.099063487	-1.037881959
1.110237136	-1.033106726
1.12133224	-1.028151757
1.132351561	-1.023030639
1.143292533	-1.017744325
1.154152529	-1.012293667
1.164928995	-1.006679709
1.175619357	-1.000903488
1.186221032	-0.994966049
1.196731485	-0.988868564
1.207148194	-0.982612249
1.217468651	-0.976198369
1.227690344	-0.969628211
1.237810844	-0.962903206
1.247827748	-0.956024839
1.257738694	-0.948994668
1.267541361	-0.941814312
1.277233514	-0.934485505
1.28681301	-0.927010097
1.296277776	-0.919390005
1.305625879	-0.911627294
1.314855507	-0.903724128
1.323965039	-0.89568284
1.332953046	-0.8875059
1.341818299	-0.879195899
1.350559912	-0.87075567
1.35916231	-0.862173435
1.367625431	-0.853454061
1.375958558	-0.844610692
1.3841782	-0.835661683
1.392291076	-0.826615509
1.400324553	-0.81749858
1.408250566	-0.808288025
1.416087089	-0.799001421
1.423839464	-0.789644559
1.431508728	-0.780219351
1.439081177	-0.770715982
1.446544531	-0.761126836
1.453924445	-0.751473522
1.461222882	-0.741758325
1.468412494	-0.731962127
1.475496965	-0.722089867
1.48250138	-0.712160741
1.489417094	-0.702169299
1.496201704	-0.692088487
1.502909359	-0.681956575
1.509534149	-0.671769908
1.51601711	-0.661492502
1.522428653	-0.65117068
1.528743091	-0.640788779
1.534926676	-0.630328687
1.541048059	-0.61983206
1.547029716	-0.609254925
1.552922751	-0.598628635
1.558728371	-0.587953862
1.564390903	-0.577202845
1.570012851	-0.566430212
1.575444103	-0.555560184
1.580843123	-0.544674417
1.586074385	-0.533706742
1.591253275	-0.522714695
1.596274698	-0.511649374
1.601239076	-0.500558847
