33
2.4402 0.0
-0.028406 0.04322
-0.27095 -0.051646
0.047307 -0.034382
0.064646 0.03111
-0.031225 0.016667
-0.019765 -0.021119
0.018965 -0.0057205
0.0049705 0.013793
-0.011547 0.00040261
0.0001408 -0.0084814
0.0065918 0.0017395
-0.0020104 0.0048597
-0.0037037 -0.0023082
0.0021292 -0.0025368
0.001671 0.0021344
-0.0019914 0.0010979
-0.00071768 -0.0017109
0.001379 -0.00029246
-3.4953e-05 0.001219
-0.0010762 -0.00014045
0.00016885 -0.00080944
0.00054966 0.0003023
-0.00041285 0.00046482
-0.00041679 -0.00035115
0.00025769 -0.0002443
7.7295e-05 0.00029995
-0.00034897 7.524e-05
-0.00010391 -0.00024837
0.0001322 -1.0763e-06
-0.00010578 0.00016165
-0.00020879 -6.0143e-05
-8.3546e-06 -0.00011623
